XXYxY,XXYYxYxYXXy,r2,0,8,True
XXyxY,XXXyxxYYXyyyXY,r2,1,5,True
XXyxYxY,XXXYxxxYYxY,r2,0,0,True
XXXXXyyXY,XXXXXyxYXXXy,r1,3,0,True
XXYxY,XXYYxYYYYXy,r2,0,6,True
XXYxyXYXY,XXXXYYXXYxyxY,r2,0,6,True
XXYXXyXY,XXyxYXYXyXY,r2,0,0,True
XYXyxY,XXXYYYxxxYXyy,r2,0,10,True
XYXyxY,XXYYxYXyyxyXY,r2,0,3,False
XXyxY,XXXYYXYxYxyyXy,r2,1,9,False
XYXyxY,XXYYxxYYXyxyXXy,r2,1,11,True
XXYXY,XXyXyxYxyxyxYY,r2,0,6,False
XXyXyXYxy,XXXyxxYXXyXyXy,r2,3,1,True
XXyxY,XXYXXYxyxyxy,r2,0,3,True
XXXYXyXY,XXYXYXXyxYXXy,r2,1,1,True
XXXYXXY,XXyXyxYXYY,r2,0,0,True
XYXyxYXyxY,XXXYXyxYYXY,r2,4,8,True
XXyxY,XXYXYYXyXyyxy,r2,0,1,False
XXyxY,XXYxYxyyxYxYXy,r2,0,10,True
XXyxY,XXXXYYxyXXXyXy,r2,0,7,False
XXyxY,XXXYXYXYxxyXXy,r2,0,4,False
XYxyXyy,XXYxYxYxyy,r2,1,6,False
XYXyyyXyy,XYxYYXyyyy,r1,2,1,True
XYXyxY,XXYYxxyXXyXYY,r2,0,4,False
XXYxxyxy,XXXYxxyyXYY,r2,2,7,True
XXyxY,XXXYxyyxyXYYxY,r2,0,6,False
XXyxY,XXYxYxYxyy,r2,1,9,False
XXyxY,XXXXXYxyyXXYxy,r2,1,4,False
XYXyxY,XXyXYYXYxxYxy,r2,0,11,False
XXYXYXXYY,XXYXXYXXYXYYYxy,r2,0,6,True
XYXyxY,XXYXYxYYXyy,r2,2,10,True
XXyxY,XXYYxyyXyXyXY,r2,0,3,False
XXyxY,XXXYXYXXyyXy,r2,0,6,True
XYYXYYY,XYYXYxy,r2,2,5,True
XYxyy,XXyyyyxyyy,r2,0,0,True
XYXYXYxyxy,XXYxyxYXyxY,r2,1,6,True
XXyxY,XXXYXyyyXYXYXy,r2,0,7,False
XXyxY,XXyxYYxxyxyXYY,r2,0,0,True
XYXyxY,XXyXyXYYYxYxY,r2,0,0,True
XXYxY,XXyxYYXYXYYY,r2,0,0,True
XXyxY,XXYYXYXyxyxYxy,r2,0,12,True
XXyxY,XXYXXYXXyxyXy,r2,0,6,True
XXXyxxY,XXyxYXYXyxY,r2,0,0,True
XXYXXyyXy,XXYYxyXyXy,r2,0,0,True
XYYYXYxy,XXYxYYxyyXyxy,r2,6,3,False
XYXyxY,XXYxYxxyXyXYY,r2,1,12,True
XXyxY,XXYxyxyyyXYXY,r2,0,5,False
XYYXyxyy,XYYXYxYxyyyxy,r2,0,12,False
XXYxY,XXYYYXyxxYxyXY,r2,0,0,True
XYYXyxy,XXXyxyXY,r2,0,6,True
XXyyxY,XXYXXyxxyXy,r2,0,3,True
